@relation obj6-train

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute clase {false,true}

@data
0.007044,0.021686,0.014294,0.011432,0.013464,0.008477,0.009368,0.009268,0.008356,0.006169,0.005648,0.005664,0.004525,0.002285,0.002344,0.001979,0.002109,0.00234,0.002806,0.003346,0.003535,0,0.003236,0.003005,0.002718,0.002813,0.002575,0.005462,0.010368,0.01026,0.012262,0.001149,0.001634,0,0.000804,0.000664,0.000628,0.000632,0.000518,0.000479,0.000524,0.000677,0.000684,0.001491,0.01485,0.034053,0.146238,0.353736,0.420263,0.03086,0,0,false
0.000026,0.000098,0.000257,0.000687,0.001393,0.002458,0.002533,0.00278,0.002813,0.002943,0.003066,0.003942,0.00401,0.003919,0.003818,0.003691,0.005111,0.019746,0.018893,0.014404,0.015758,0,0.013128,0.008184,0.008818,0.008005,0.007529,0.010378,0.000859,0.000755,0.000609,0.000365,0.000251,0,0.000186,0.000231,0.000212,0.000146,0.000234,0.000166,0.000322,0.000671,0.00082,0.001527,0.075065,0.266334,0.212006,0.186104,0.133121,0.079045,0.02588,0.022444,false
0.000192,0.000436,0.001598,0.001979,0.001908,0.001585,0.001956,0.001644,0.001624,0.001191,0.001344,0.001266,0.001296,0.007191,0.013353,0.011784,0.013099,0.009359,0.007669,0.007549,0.004821,0,0.004857,0.003066,0.002575,0.00221,0.00221,0.005661,0.006738,0.00569,0.003278,0.000628,0.000296,0,0.000257,0.00028,0.000173,0.000166,0.000143,0.000199,0.000195,0.002227,0.001475,0.001969,0,0.163839,0.576842,0.123582,0.036252,0.029071,0.026136,0.044279,false
0.000065,0.000804,0.001484,0.002467,0.004199,0.005924,0.007018,0.008161,0.009613,0.009876,0.009665,0.00874,0.007259,0.01054,0.010934,0.006683,0.005762,0.008037,0.007432,0.006406,0.005811,0,0.004583,0.004577,0.004811,0.00514,0.005033,0.006468,0.003649,0.003604,0.003044,0.001403,0.001201,0,0.001641,0.001536,0.001107,0.001126,0.001068,0.001019,0.001162,0.002087,0.004131,0.005098,0,0,0,0.531363,0.408678,0.05996,0,0,true
0.007936,0.009066,0.004212,0.005892,0.010326,0.005677,0.006676,0.00751,0.006924,0.008604,0.009642,0.007692,0.00638,0.007419,0.007783,0.006969,0.009323,0.010212,0.009857,0.009626,0.011755,0,0.011807,0.009971,0.010029,0.009844,0.009043,0.004199,0.004674,0.004251,0.012852,0.000924,0.000534,0,0.000566,0.000462,0.00028,0.000371,0.000267,0.00027,0.000365,0.002676,0.005225,0.005391,0,0,0.133984,0.543427,0.127677,0.135841,0.044706,0.014365,true
0.001318,0.002438,0.001683,0.001647,0.001908,0.001436,0.001611,0.00152,0.001611,0.001686,0.001777,0.001598,0.001462,0.001683,0,0.002194,0.001872,0.00568,0.009294,0.004616,0.003529,0.002686,0.002598,0.002357,0.002318,0.002357,0.002523,0.003994,0.003779,0.003496,0.005283,0,0.008682,0.011813,0.014163,0.012995,0.004714,0.002288,0.000508,0.00029,0.000173,0.00016,0.000068,0.000072,0.249921,0.750079,0,0,0,0,0,0,false
0.00109,0.004001,0.0046,0.003864,0.004193,0.003089,0.003444,0.003695,0.003792,0.003571,0.004043,0.004635,0.004512,0.003285,0.002689,0.00251,0.002975,0.005918,0.005459,0.003229,0.003226,0,0.003252,0.003265,0.003307,0.003675,0.003577,0.012367,0.009154,0.008483,0.004541,0.000684,0.000446,0,0.000339,0.00026,0.000355,0.000267,0.000225,0.000212,0.000199,0.00001,0,0.000007,0,0.211781,0.316528,0.283975,0.094027,0.03422,0.0202,0.039268,false
0.000286,0.002041,0.006973,0.007266,0.010931,0.007311,0.006654,0.006458,0.004189,0.00321,0.002835,0.001475,0.000931,0.000378,0.000426,0.000365,0.000358,0.000355,0.000534,0.000459,0.000459,0,0.00054,0.000527,0.000524,0.000518,0.000563,0.000993,0.009049,0.007741,0.005475,0.004714,0.011393,0,0.010765,0.009805,0.005778,0.004215,0.004388,0.001859,0.001781,0.001022,0.000846,0.000713,0.616095,0.383905,0,0,0,0,0,0,false
0.000876,0.004167,0.002878,0.003037,0.004476,0.007389,0.008626,0.009066,0.005537,0.002109,0.001745,0.001592,0.001331,0.002028,0.002314,0.002135,0.002109,0.00137,0.001058,0.001045,0.001022,0,0.001087,0.001253,0.001312,0.001465,0.001589,0.003724,0.007025,0.007096,0.01252,0.004072,0.004798,0,0.003646,0.00333,0.002962,0.002842,0.001214,0.000863,0.000628,0.000719,0.001006,0.001507,0,0.117816,0.122488,0.674514,0.079838,0.000141,0.003129,0.002074,false
0.93029,0,0.035566,0,0.006738,0,0.003057,0,0,0,0.001257,0.001123,0,0,0,0,0,0,0,0,0.000238,0,0.000215,0.000202,0,0,0,0,0.000228,0,0.00026,0.000049,0.000007,0,0.00002,0.000029,0,0.00002,0,0.000003,0,0,0,0,0,0.283247,0.242644,0.249093,0.137289,0.02856,0.019395,0.039773,false
0.000501,0.002109,0.003122,0.005537,0.011175,0.005303,0.005313,0.00488,0.003574,0.002135,0.002057,0.001901,0.001742,0.008848,0.009102,0.009095,0.010846,0.007513,0.007539,0.008281,0.007035,0,0.004779,0.005091,0.005641,0.006032,0.00582,0.006156,0.004486,0.003978,0.003493,0.001641,0.000934,0,0.000221,0.000205,0.000189,0.000472,0.000586,0.000723,0.000511,0.000671,0.001156,0.002581,0.064059,0.335493,0.443385,0.157062,0,0,0,0,false
0.000146,0.000635,0.003258,0.002415,0.001956,0.00262,0.003665,0.00279,0.002181,0.002357,0.003727,0.005371,0.007458,0.001683,0,0.001195,0.00138,0.00127,0.002197,0.006273,0.024398,0.03556,0.030212,0.022096,0.017074,0.009893,0.010661,0.005267,0.003109,0.003053,0.002721,0,0.001657,0.001702,0.001787,0.001803,0.002331,0.002308,0.000824,0.00085,0.000736,0.001546,0.003975,0.003574,0.158629,0.325301,0.161161,0.159143,0.114399,0.028974,0.051808,0.000584,false
0.000212,0.000296,0.000339,0.001351,0.003242,0.002096,0.001979,0.002207,0.001745,0.000785,0.000677,0.000267,0.000199,0.001081,0.001882,0.002858,0.005511,0.00238,0.002897,0.002087,0.001781,0,0.001689,0.001868,0.002122,0.00207,0.001992,0.005202,0.011696,0.011413,0.00681,0.001859,0.007516,0,0.004248,0.000905,0.000596,0.00057,0.000498,0.000413,0.000518,0.000632,0.000534,0.000811,0.228238,0,0.760086,0.009884,0.001793,0,0,0,false
0.000013,0.000684,0.004678,0.008249,0.009027,0.008076,0.00974,0.011048,0.011243,0.011315,0.014769,0.016621,0.013005,0.006566,0.006104,0.004883,0.004167,0.002106,0.001536,0.001488,0.001247,0,0.001029,0.001143,0.001035,0.001061,0.001117,0.001898,0.003695,0.004235,0.008604,0.001842,0.003167,0,0.002878,0.003014,0.002253,0.001637,0.003678,0.005387,0.005671,0.001286,0.001006,0.001367,0,0.178326,0.227652,0.470387,0.123636,0,0,0,false
0.000459,0.001436,0.000885,0.000898,0.001237,0.001393,0.001328,0.001234,0.00096,0.001025,0.001061,0.001081,0.001172,0.007181,0.008988,0.008643,0.009753,0.015303,0.015293,0.015348,0.011689,0,0.007227,0.006413,0.006585,0.006077,0.005169,0.00818,0.004694,0.004492,0.005186,0.001426,0.001377,0,0.001009,0.001012,0.000729,0.000482,0.000332,0.000404,0.000602,0.001224,0.001211,0.00165,0.354034,0.645966,0,0,0,0,0,0,false
0.000072,0.000641,0.001191,0.001686,0.002487,0.002653,0.003219,0.004196,0.007178,0.012246,0.014401,0.01043,0.007959,0.001576,0.001624,0.001357,0.001465,0.001061,0.001214,0.001396,0.001413,0,0.001413,0.001387,0.001426,0.001556,0.001702,0.004183,0.005088,0.005501,0.007542,0.000973,0.001836,0,0.003164,0.003262,0.001579,0.001051,0.003161,0.002373,0.002158,0.002275,0.002458,0.003691,0,0.027431,0.098202,0.302127,0.200077,0.056881,0.247165,0.068117,false
0.005986,0.016247,0.012038,0.012887,0.015654,0.011507,0.010674,0.010133,0.009193,0.010316,0.010228,0.010293,0.008633,0.00529,0.005394,0.005052,0.005361,0.010169,0.012324,0.013682,0.011986,0,0.011318,0.012633,0.012546,0.011462,0.010225,0.005479,0.001445,0.001598,0.004059,0.001139,0.001387,0,0.000365,0.000267,0.000205,0.000163,0.000176,0.000368,0.000286,0.000436,0.000833,0.001481,0.076072,0.075338,0.112712,0.204525,0.320142,0.211212,0,0,false
0.00891,0.012038,0.002565,0.001038,0.000791,0.0004,0.000534,0.000384,0.000508,0.000475,0.000479,0.000605,0.000762,0.001813,0.002223,0.002617,0.003249,0.00387,0.005094,0.005234,0.005661,0,0.005537,0.005277,0.004831,0.004775,0.005176,0.004814,0.007786,0.006624,0.004287,0.003815,0.002874,0,0.001462,0.00112,0.000882,0.000739,0.000788,0.000654,0.000775,0.001071,0.001478,0.00249,0,0.189409,0.080663,0.131195,0.108649,0.212815,0.152595,0.124675,false
0.000039,0.00016,0.00013,0.00014,0.00014,0.000166,0.000143,0.000205,0.00016,0.000153,0.000137,0.000117,0.000085,0.000081,0.000078,0.000078,0.000107,0.00012,0.000218,0.000449,0.000527,0,0.000758,0.000807,0.00071,0.00071,0.00069,0.00125,0.001715,0.001624,0.000938,0.007878,0.011009,0,0.016266,0.017646,0.001247,0.000944,0.001406,0.001071,0.000882,0.002103,0.003236,0.005501,0,0.866665,0.009525,0.12381,0,0,0,0,false
0.001621,0.006283,0.003955,0.003141,0.003438,0.002467,0.002067,0.00194,0.002077,0.001758,0.001527,0.001429,0.001419,0.001497,0.001302,0.001159,0.00124,0.000729,0.000534,0.000492,0.000449,0,0.000628,0.000824,0.000817,0.001107,0.001445,0.003402,0.009652,0.010742,0.015511,0.002292,0.001901,0,0.001676,0.001696,0.00179,0.001904,0.001221,0.00113,0.000944,0.001029,0.00083,0.001143,0,0.110947,0.174875,0.13694,0.456516,0.120722,0,0,false
0.000622,0.000674,0.002816,0.003883,0.002666,0.002334,0.004258,0.004821,0.003014,0.002633,0.002135,0.00151,0.001416,0.000563,0.000661,0.000635,0.000723,0.000479,0.000495,0.000586,0.000596,0,0.000771,0.000938,0.000983,0.001058,0.000986,0.002754,0.002897,0.003444,0.005801,0.008942,0.009466,0,0.018128,0.012028,0.003519,0.001462,0.000544,0.000371,0.000384,0.000339,0.001312,0.001217,0.104784,0.858877,0.036339,0,0,0,0,0,false
0.000394,0.001172,0.000303,0.000146,0.000075,0.000046,0.000013,0.000042,0.000023,0.000013,0.000007,0.000013,0.000036,0.00001,0,0.00002,0.000016,0.000052,0.000029,0.000042,0.000065,0.000068,0.000065,0.000075,0.000101,0.000088,0.000088,0.000355,0.027744,0.025658,0.009697,0,0.00012,0.000124,0.000078,0.000055,0.000039,0.000039,0.00001,0.000026,0.000007,0.000007,0.00001,0,0,1,0,0,0,0,0,0,false
0.007992,0.036709,0.047204,0.050615,0.062874,0.050804,0.054105,0.062594,0.057074,0.04012,0.033158,0.020374,0.015732,0.005088,0.005225,0.004255,0.004036,0.003092,0.00236,0.001566,0.001374,0,0.000983,0.000521,0.000469,0.000378,0.000313,0.000205,0.000137,0.000137,0.000081,0.000062,0.000026,0,0.000007,0.000013,0.000016,0.000042,0.000042,0.000046,0.000068,0.000264,0.000319,0.000879,0.461599,0.538401,0,0,0,0,0,0,false
0.000335,0.000618,0.000794,0.000986,0,0.00071,0.000716,0.00082,0.00141,0.001566,0,0.001855,0.001846,0.000632,0.000794,0.000895,0.000996,0.000667,0.00068,0.000531,0.000501,0.001022,0.00097,0.001273,0.001569,0.001849,0.002646,0,0.002425,0.002337,0.002471,0.018275,0.000794,0.001758,0,0.012161,0.014554,0.010954,0.000951,0.000329,0.000176,0,0,0,0.284626,0.715374,0,0,0,0,0,0,false
0.000775,0,0,0.001657,0,0,0.001335,0,0.001396,0,0.001393,0,0,0.003932,0,0.004079,0,0.004287,0,0,0,0.006725,0,0,0,0,0,0.010299,0,0.018447,0.027601,0,0.026914,0.030374,0.027399,0,0,0.00766,0.000521,0.000052,0,0,0,0,1,0,0,0,0,0,0,0,false
0.000016,0.000081,0,0.000065,0.000212,0.000195,0.000228,0.000195,0.000166,0,0.000153,0.000143,0,0.000111,0.000049,0.000039,0,0,0.000026,0.000016,0.000029,0,0.000013,0.000016,0.000023,0,0.000013,0,0.000654,0.000664,0.000765,0.000244,0.002943,0,0,0.01237,0,0.037246,0.031855,0.025671,0.025993,0.003835,0,0.000075,0.329712,0.670288,0,0,0,0,0,0,false
0.003372,0.005023,0.002454,0.002539,0.003122,0.003109,0.003743,0.00432,0.004954,0.006344,0.007552,0.008981,0.009225,0.04194,0.031038,0.019772,0.016387,0.006025,0.004639,0.003389,0.002965,0,0.003353,0.002643,0.002806,0.002285,0.001621,0.001478,0.000586,0.000576,0.000638,0.000355,0.000358,0,0.000381,0.000352,0.000322,0.000319,0.000309,0.000352,0.000322,0.00068,0.002653,0.002178,0,0.13099,0.379884,0.259518,0.096015,0.077513,0.019851,0.036229,true
0.005104,0.014258,0.010394,0.00749,0.006986,0.003411,0.003424,0.003145,0.003913,0.004001,0.004824,0.005286,0.006227,0.002897,0.001829,0.001696,0.001979,0.002441,0.00279,0.003184,0.003958,0,0.005042,0.00542,0.005612,0.005794,0.006185,0.008887,0.009951,0.009714,0.009186,0.002643,0.000143,0,0.000127,0.000124,0.000111,0.00012,0.000124,0.000085,0.000068,0.000117,0.000098,0.00027,0,0.179408,0.349486,0.174339,0.132421,0.153134,0.003317,0.007894,true
0.044606,0.024173,0.008063,0.005059,0.00528,0.003991,0.004603,0.004818,0.004629,0.004372,0.005013,0.005788,0.006221,0.008919,0.00707,0.005117,0.004766,0.005645,0.006035,0.005957,0.006361,0,0.006702,0.006605,0.006406,0.006579,0.006536,0.00583,0.007741,0.007093,0.00568,0.000794,0.000632,0,0.000124,0.000124,0.000169,0.000225,0.000176,0.000078,0.000055,0.00002,0.000046,0.000046,0,0,0.766221,0.167656,0.002058,0,0.019745,0.04432,false
0.000371,0.003962,0.00113,0.00042,0.000436,0.000397,0.000443,0.000371,0.000485,0.000697,0.001097,0.001943,0.002637,0.02487,0.027441,0.029482,0.032715,0.008851,0.005498,0.004102,0.004193,0,0.004131,0.00346,0.003584,0.002897,0.002503,0.005072,0.004333,0.004193,0.002611,0.00113,0.00042,0,0.000257,0.000179,0.00015,0.000169,0.000199,0.000234,0.000355,0.00056,0.001172,0.002445,0,0.226716,0.556104,0.192812,0.022076,0.002293,0,0,true
0.001025,0.004688,0.002002,0.001198,0.001159,0.000908,0.001589,0.002487,0.004163,0.004307,0.005238,0.004893,0.003962,0.00387,0.004134,0.003464,0.0043,0.00917,0.012113,0.015615,0.016257,0,0.013708,0.009215,0.008893,0.00638,0.00596,0.008965,0.003532,0.003532,0.000153,0.000576,0.000846,0,0.001061,0.001165,0.001563,0.002188,0.002344,0.002533,0.003158,0.002793,0.002363,0.002786,0,0.13482,0.050604,0.5538,0.206385,0.006658,0.047733,0,true
0.10195,0.080742,0.044124,0.032897,0.033789,0.029437,0.032588,0.036022,0.032516,0.027943,0.027936,0.024792,0.02138,0.010863,0.010192,0.008187,0.006546,0.0021,0.00179,0.0014,0.001107,0,0.001064,0.001048,0.001097,0.001032,0.001003,0.000413,0.000238,0.000225,0.000234,0.000033,0.000016,0,0.000029,0.000007,0.000029,0.00002,0.000026,0.000016,0.000007,0.000026,0,0.000023,0,0.877419,0.122581,0,0,0,0,0,false
0.000267,0.000524,0.000384,0.000397,0.000452,0.000329,0.000306,0.000329,0.00085,0.00113,0.001191,0.001143,0,0.000518,0.000622,0.000602,0.000648,0.000518,0.00042,0.000326,0.000365,0.000785,0.001048,0.001663,0,0.002262,0.003063,0.003786,0.002591,0.002471,0.002617,0.018079,0.001823,0.004541,0.010853,0.015736,0.011621,0,0.000488,0.00013,0.000068,0.000003,0,0.000003,0.420032,0.579968,0,0,0,0,0,0,false
0.00276,0,0,0,0.027516,0,0,0.032412,0,0.030007,0,0.044805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007861,0,0.009362,0,0.012507,0,0.022907,0,0,0,0,0,0.000173,0,0,0,0,0,0.175,0.825,0,0,0,0,0,0,false
0.000013,0.000156,0.000254,0.000339,0.000788,0.000856,0.000944,0.000833,0.000589,0.000706,0.000628,0.001029,0.001719,0.005729,0.006077,0.006432,0.007337,0.00752,0.00651,0.004717,0.005495,0,0.007796,0.009883,0.012878,0.011462,0.014678,0.018936,0.005133,0.005238,0.002767,0.000202,0.000348,0,0.000189,0.000192,0.000257,0.000251,0.000215,0.000254,0.000306,0.00402,0.000508,0.001006,0.015703,0.235708,0.363093,0.247644,0.054858,0.022448,0.00908,0.051465,false
0.164027,0.089085,0.029528,0.0175,0.017194,0.016126,0.016908,0.019583,0.028408,0.030306,0.032119,0.033861,0.033711,0.009316,0,0.006126,0.005426,0.003473,0.002939,0.001937,0,0.001445,0.001429,0,0.001283,0.00112,0.001152,0.001204,0.000492,0.000521,0.000573,0,0.000036,0.000016,0.00002,0.000013,0.000013,0.000007,0,0.000007,0,0.000003,0.000007,0,0,0.099055,0.219093,0.253242,0.422228,0.000907,0.000343,0.005132,false
0.924375,0.052038,0.007702,0.002539,0.001637,0.000716,0.000622,0.000547,0.000459,0.000423,0.000381,0.000352,0.00027,0.000107,0.00012,0.000098,0.000098,0.000085,0.000075,0.000078,0.000049,0,0.000072,0.000036,0.000036,0.000068,0.000039,0.000007,0.00001,0.000003,0.000007,0,0,0,0,0,0,0,0.000003,0,0,0.000003,0,0.000007,0.034147,0.271554,0.206469,0.235279,0.105272,0.093203,0.032859,0.021217,true
0.000107,0.000407,0.00151,0.002858,0.003763,0.006553,0.004863,0.003604,0.004896,0.006227,0.006234,0.007992,0.013379,0.010345,0,0.007721,0.009629,0.013743,0.014349,0.010482,0.008337,0.006035,0.006051,0.005706,0.004925,0.005837,0.006344,0.009567,0.000218,0.000202,0.000186,0,0.000215,0.000192,0.000215,0.000192,0.000202,0.000208,0.000231,0.000218,0.000319,0.008265,0.003857,0.002952,0,0.274274,0.56357,0.16211,0.000045,0,0,0,false
0.015397,0.016322,0.010299,0.011673,0.016442,0.01221,0.012464,0.011914,0.008223,0.005869,0.005508,0.004622,0.003665,0.00626,0.008122,0.008682,0.011283,0.014378,0.011914,0.01026,0.009557,0,0.006976,0.004482,0.003893,0.003285,0.002705,0.002487,0.005176,0.005326,0.006553,0.000674,0.000459,0,0.000202,0.000163,0.000117,0.000117,0.000111,0.000114,0.00012,0.000413,0.000498,0.000856,0.362804,0.092139,0.019965,0.183658,0.158731,0.182703,0,0,false
0.000257,0.002959,0.005303,0.006615,0.007406,0.004284,0.003535,0.002965,0.002806,0.002988,0.003288,0.00361,0.004362,0.000993,0.001055,0.001097,0.001266,0.001501,0.001943,0.002497,0.003815,0,0.006543,0.007399,0.007842,0.008193,0.007031,0.005924,0.004046,0.004564,0.006755,0.019385,0.000153,0,0.000127,0.000104,0.000049,0.000023,0.00001,0.000007,0.00002,0.000033,0.000029,0.000036,0.41788,0.314466,0.065973,0.08366,0.111189,0.003065,0.003518,0.000247,false
0.248359,0.062243,0.038421,0.037168,0.045479,0.044782,0.047409,0.048551,0.038148,0.02763,0.024775,0.017383,0.013783,0.002402,0.001986,0.001624,0.001595,0.000671,0.000505,0.000599,0.000397,0,0.000231,0.000218,0.000192,0.000192,0.000218,0.000215,0.000104,0.000085,0.000111,0.00013,0.000055,0,0.000042,0.000052,0.000049,0.000062,0.000094,0.00015,0.000254,0.000654,0.001273,0.003096,0.110257,0.07779,0.342391,0.279916,0.130299,0.059348,0,0,false
0.000046,0.000192,0.000368,0.00041,0.000687,0.000615,0.000651,0.000674,0.000573,0.000697,0.000726,0.000785,0.000814,0.001738,0.0021,0.002005,0.002067,0.003704,0.003831,0.003252,0.002793,0,0.002887,0.003184,0.00304,0.003298,0.003356,0.003708,0.007227,0.00791,0.009902,0.010215,0.001442,0,0.000697,0.00068,0.000527,0.0004,0.000423,0.000482,0.000417,0.000176,0.000163,0.000234,0,0.231191,0.309,0.20096,0.109996,0.092957,0.030727,0.025169,false
0.000231,0.004756,0.010602,0.00667,0.003242,0.000791,0.000716,0.000771,0.001012,0.001123,0.001253,0.001198,0.001159,0.002578,0.002845,0.002536,0.002171,0.000911,0.001019,0.003607,0.004603,0,0.005176,0.006292,0.005615,0.007077,0.007178,0.029167,0.000137,0.000104,0.000247,0.00015,0.000124,0,0.000098,0.000163,0.000186,0.000166,0.000254,0.00041,0.000934,0.000651,0.00069,0.000876,0,0.716408,0.283592,0,0,0,0,0,false
0.000755,0.001068,0.000583,0.000446,0.000439,0.000156,0.000117,0.000107,0.000036,0.000052,0.000062,0.000169,0.000303,0.003844,0.004557,0.006143,0.007301,0.004023,0.003617,0.003001,0.002803,0,0.000615,0.000527,0.000361,0.000257,0.000251,0.001279,0.005339,0.005452,0.008717,0.006904,0.004368,0,0.00221,0.001631,0.002461,0.002715,0.001318,0.000501,0.000267,0.000039,0.000104,0.000101,0,1,0,0,0,0,0,0,false
0.000042,0.000238,0.004421,0.016605,0.009987,0.004098,0.005,0.005469,0.005768,0.008021,0.010316,0.015104,0.013438,0.008467,0.009398,0.007243,0.006357,0.005133,0.004622,0.004896,0.004082,0,0.004102,0.00374,0.003812,0.004023,0.004893,0.003011,0.002679,0.002542,0.002852,0.002321,0.001436,0,0.00137,0.001488,0.001367,0.001309,0.00113,0.001172,0.001328,0.005426,0.004277,0.007201,0,0,0.749034,0.228065,0.022901,0,0,0,true
0.126344,0.088057,0,0.039183,0.030423,0,0.026208,0.022871,0,0.02639,0.025378,0.024824,0.026973,0.018265,0.017438,0.017197,0.014486,0.007181,0.005472,0.003105,0.002565,0.002829,0,0.00237,0,0.001969,0,0,0,0.000397,0,0,0.000094,0.000068,0,0.000055,0.000046,0,0.000026,0.000029,0,0.000013,0,0.000003,0.001772,0.049638,0.784414,0.164177,0,0,0,0,false
0.000046,0.0007,0.002357,0.005013,0.007337,0.005335,0.006019,0.006963,0.00681,0.009788,0.014596,0.017633,0.012773,0.009508,0.008678,0.007412,0.00557,0.0021,0.001742,0.001429,0.001348,0,0.000957,0.001029,0.000934,0.000885,0.00085,0.001797,0.002715,0.002725,0.002907,0.002552,0.002689,0,0.00361,0.003652,0.003372,0.002165,0.005752,0.005182,0.006924,0.003473,0.002803,0.003057,0.031219,0.257448,0.390371,0.320727,0.000235,0,0,0,false
0.000016,0.000179,0.000977,0.001921,0.002074,0.004707,0.006761,0.010775,0.017132,0.030475,0.051699,0.048962,0.036523,0.010023,0.007741,0.006865,0.007419,0.003724,0.002848,0.002367,0.00179,0,0.001452,0.001152,0.001198,0.001234,0.001149,0.001055,0.0011,0.00112,0.000853,0.000495,0.000501,0,0.00041,0.000345,0.000381,0.000326,0.000299,0.000358,0.000404,0.007441,0.002998,0.00376,0,0.131176,0.367393,0.258423,0.10571,0.067084,0.028045,0.04217,true
0.00001,0.000003,0.000003,0.00001,0.00001,0.000033,0.000026,0.000081,0.000104,0.000117,0.000101,0.000137,0.000179,0.000781,0.000924,0.001051,0.001413,0.000999,0.001305,0.002292,0.003298,0.006416,0.007041,0.007145,0.007178,0.00515,0.004821,0.00972,0.019443,0.013561,0.018988,0.0004,0.000137,0.000176,0.000182,0.000111,0.000098,0.000081,0.000033,0.000023,0.000033,0.000007,0.000013,0.000026,0.098887,0.901113,0,0,0,0,0,0,false
0.000876,0.004274,0.004154,0.004824,0.006689,0.004499,0.005228,0.005166,0.005739,0.006592,0.006507,0.008431,0.007236,0.005843,0.005905,0.005469,0.006025,0.007363,0.008604,0.007848,0.007852,0,0.007246,0.006979,0.006826,0.007344,0.006992,0.007832,0.003893,0.003724,0.005964,0.001416,0.000104,0,0.000078,0.000081,0.000039,0.000049,0.000052,0.000052,0.000049,0.000046,0.000046,0.000107,0,0.13449,0.21489,0.175541,0.161711,0.218354,0.039092,0.055923,false
0.000036,0.000081,0.000332,0.00097,0.001048,0.000859,0.000785,0.001055,0.001546,0.002419,0.003392,0.004723,0.004215,0.004284,0.005003,0.003942,0.004235,0.00515,0.006497,0.00957,0.010641,0,0.010895,0.007363,0.007751,0.006872,0.005531,0.003796,0.003496,0.004049,0.005443,0.008184,0.000814,0,0.000762,0.001055,0.000622,0.000596,0.000492,0.00013,0.000176,0.000104,0.000065,0.000264,0,0.717999,0.139689,0.063623,0.055518,0.023163,0.000008,0,false
0.000778,0.00083,0.000374,0.000433,0.000469,0.00029,0,0.000479,0.000723,0.000833,0.00109,0.001149,0.001139,0.007041,0.007344,0.008688,0.008252,0.010876,0.011729,0.008577,0.005186,0.003167,0.0025,0.001208,0.000905,0.000537,0.000348,0.000326,0.001862,0.002077,0.003809,0.02193,0,0,0,0,0,0,0,0,0,0,0.000003,0,0.869944,0.093359,0.036697,0,0,0,0,0,false
0.000075,0.00041,0.000547,0.000729,0.001331,0.002939,0.004284,0.005016,0.00498,0.005277,0.00473,0.004329,0.003594,0.001569,0.001338,0.001497,0.001341,0.00252,0.003092,0.003981,0.003262,0,0.003363,0.003486,0.003327,0.003278,0.003164,0.003376,0.004603,0.006768,0.009033,0.005999,0.005781,0,0.008659,0.005941,0.000752,0.000524,0.000267,0.000277,0.000365,0.000677,0.000596,0.000859,0.007548,0.313045,0.626069,0.049648,0.002258,0,0.000991,0.000441,false
0.004827,0.007568,0.003122,0.002829,0.003402,0.002008,0.002288,0.002327,0.002236,0.00266,0.002887,0.004046,0.00375,0.003324,0.003721,0.003695,0.004746,0.007402,0.010397,0.014049,0.014066,0,0.013698,0.013408,0.012695,0.01209,0.012715,0.014561,0.001904,0.00168,0.001325,0.000703,0.000576,0,0.000586,0.000521,0.000459,0.000436,0.000345,0.000283,0.000368,0.000439,0.000609,0.001341,0,0.010795,0.100507,0.287338,0.404803,0.083491,0.074002,0.039064,true
0.000716,0.002855,0.003216,0.003115,0.003307,0.002601,0.00278,0.003122,0.003138,0.002699,0.003099,0.003301,0.003092,0.003311,0.003275,0.003275,0.003789,0.005225,0.005192,0.004157,0.004235,0,0.004938,0.005319,0.005339,0.00611,0.006602,0.011592,0.005452,0.004596,0.00251,0.000329,0.000238,0,0.000173,0.000156,0.000186,0.000146,0.000143,0.000085,0.000091,0.000091,0.000075,0.000085,0,0.246447,0.265985,0.205695,0.180496,0.045197,0.022174,0.034006,false
0.000602,0.00127,0.001204,0,0.001543,0.001064,0.000794,0.000824,0,0.000566,0.00069,0.000605,0,0.002467,0.002012,0.001875,0,0.00153,0.001852,0,0.001589,0.001465,0.001331,0.001478,0,0.001829,0.001725,0.002878,0.018848,0.017956,0.011953,0.00998,0.003454,0.00167,0.000404,0.00016,0.000101,0.000068,0,0.000046,0.000046,0.000003,0.000007,0,0,0.000088,0.999912,0,0,0,0,0,false
