@relation 'obj1-train-weka.filters.unsupervised.attribute.Remove-V-R1-5,8-9,11,13,16-19,21-22,25-28,31-34,36,39-40,42,45,47-48,51-52,55,59-64,66-67,69-70,72,79-82,85,87-88,93,97,100-101,103-104,107,130,147,152-153,158,163,173,186-187,192,198,204-206,215,220,224,229,234,237,239,245,250,252,256-258,261-265'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a11 numeric
@attribute a13 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a36 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a42 numeric
@attribute a45 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a55 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a72 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a85 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a93 numeric
@attribute a97 numeric
@attribute a100 numeric
@attribute a101 numeric
@attribute a103 numeric
@attribute a104 numeric
@attribute a107 numeric
@attribute a130 numeric
@attribute a147 numeric
@attribute a152 numeric
@attribute a153 numeric
@attribute a158 numeric
@attribute a163 numeric
@attribute a173 numeric
@attribute a186 numeric
@attribute a187 numeric
@attribute a192 numeric
@attribute a198 numeric
@attribute a204 numeric
@attribute a205 numeric
@attribute a206 numeric
@attribute a215 numeric
@attribute a220 numeric
@attribute a224 numeric
@attribute a229 numeric
@attribute a234 numeric
@attribute a237 numeric
@attribute a239 numeric
@attribute a245 numeric
@attribute a250 numeric
@attribute a252 numeric
@attribute a256 numeric
@attribute a257 numeric
@attribute a258 numeric
@attribute a261 numeric
@attribute a262 numeric
@attribute a263 numeric
@attribute a264 numeric
@attribute clase {false,true}

@data
0.000824,0.005124,0.005299,0.003743,0.002715,0.002646,0.002874,0.003307,0.004329,0.007282,0.006452,0.005479,0.005579,0.007594,0.007617,0.008786,0.007845,0.007601,0.006419,0.005908,0.006445,0.006178,0.006468,0.007295,0.007806,0.007301,0.006563,0.004694,0.004059,0.003903,0.004082,0.003825,0.003864,0.004626,0.004225,0.004072,0.003805,0.003714,0.00373,0.003936,0.004368,0.004775,0.00582,0.006182,0.005013,0.004984,0.004261,0.004004,0.003861,0.004089,0.003932,0.00417,0.002842,0.003503,0.003372,0.003431,0.003291,0.003353,0.002467,0.004717,0.002998,0.002949,0.003682,0.005241,0.003932,0.003844,0.004294,0,0.003561,0.003906,0.003825,0.003607,0.003291,0.003158,0.004056,0.004775,0.002406,0.00195,0.001689,0.001826,0.000511,0.000176,0.000423,0,0.030747,0,0,0,0,false
0.006029,0.005537,0.002689,0.003398,0.004538,0.007793,0.006133,0.005654,0.003903,0.004548,0.00402,0.00375,0.004118,0.004977,0.004691,0.00391,0.004531,0.004762,0.004512,0.004385,0.004925,0.005075,0.005355,0.005472,0.006637,0.00665,0.007744,0.010124,0.011888,0.013434,0.016084,0.017393,0.020482,0.021517,0.019733,0.019466,0.018701,0.015947,0.014453,0.014456,0.013685,0.009134,0.008424,0.008574,0.01945,0.02013,0.019906,0.017796,0.014346,0.012575,0.010872,0.002773,0.001579,0.001312,0.001055,0.000879,0.000785,0.000775,0.001107,0.000469,0.000501,0.000638,0.000524,0.000459,0.000205,0.000332,0.000319,0,0.000387,0.000537,0.000479,0.000537,0.000628,0.000505,0.000173,0.000098,0.000055,0.000075,0.000065,0.00014,0.000231,0.000215,0.003809,0,0.289781,0.103839,0.091525,0.028747,0.036346,false
0.000003,0.000169,0.000179,0.000179,0.000228,0.00057,0.000508,0.000339,0.000195,0.000387,0.000355,0.000498,0.000449,0.000374,0.000469,0.000326,0.000397,0.000423,0.000365,0.000342,0.000433,0.000472,0.000433,0.000342,0.000397,0.000329,0.000303,0.000391,0.000583,0.000745,0.001045,0.00125,0.001504,0.001527,0.001699,0.001634,0.001527,0.001683,0.001702,0.001722,0.001618,0.002161,0.00209,0.001943,0.002116,0.002233,0.002083,0.002067,0.002096,0.002161,0.001963,0.001976,0.001787,0.001423,0.001351,0.001465,0.001478,0.001357,0.00362,0.018913,0.011585,0.011094,0.010293,0.008779,0.0057,0.005729,0.005934,0,0.006432,0.006357,0.006247,0.006195,0.005449,0.005329,0.004544,0.003861,0.003532,0.003519,0.003366,0.002845,0.001969,0.00221,0.045085,0,0.000722,0,0,0,0,false
0.002663,0.011527,0.003128,0.001081,0.00069,0.000843,0.000983,0.00141,0.002028,0.004307,0.005495,0.005381,0.005794,0.010299,0.008936,0.00778,0.006224,0.004788,0.004479,0.004115,0.004271,0.004167,0.003857,0.003372,0.002913,0.002956,0.00307,0.003034,0.003486,0.004154,0.003981,0.004733,0.009007,0.016175,0.015173,0.017331,0.015762,0.014261,0.013083,0.014316,0.015355,0.012249,0.015622,0.014385,0.018529,0.016289,0.01766,0.020739,0.017083,0.014284,0.014225,0.011849,0.011442,0.004753,0.00473,0.00457,0.003978,0.002985,0.001423,0.000778,0.000677,0.000765,0.000592,0.00029,0.000244,0.000199,0.000254,0,0.000195,0.000212,0.000205,0.000241,0.000133,0.000173,0.000146,0.000153,0.000176,0.000137,0.000133,0.000231,0.000345,0.007168,0.010596,0,0.260338,0.154206,0.045905,0.018323,0.007053,false
0.004798,0.021901,0.004893,0.002692,0.003132,0.003353,0.002995,0.00194,0.001462,0.002633,0.00251,0.002764,0.003089,0.004609,0.005374,0.004105,0.004382,0.004834,0.00514,0.006673,0.008301,0.009229,0.009899,0.011956,0.012184,0.011644,0.012432,0.011634,0.011989,0.01099,0.008014,0.007637,0.005199,0.003545,0.003473,0.003379,0.00359,0.003447,0.003506,0.003369,0.003317,0.003018,0.002923,0.002874,0.004453,0.004587,0.00488,0.004886,0.006888,0.0089,0.009606,0.010479,0.011989,0.010195,0.010723,0.010771,0.009736,0.008831,0.001292,0.002334,0.000492,0.00043,0.000101,0.000055,0.000026,0.000026,0.00002,0,0,0.000003,0,0,0,0,0,0,0.000007,0.000003,0.000007,0.000003,0.000003,0.000007,0.000228,0,0.54942,0.069838,0.060854,0.083276,0.012125,false
0.000684,0.000898,0.001465,0.002051,0.001917,0.001875,0.002689,0.006689,0.01126,0.006348,0.005241,0.004961,0.005234,0.004674,0.003851,0.0018,0.00182,0.001745,0.001608,0.001149,0.001214,0.001257,0.001162,0.000993,0.000879,0.000859,0.001029,0.001227,0.001123,0.000931,0.000869,0.001006,0.000856,0.001149,0.001344,0.001416,0.001667,0.001807,0.001891,0.002044,0.001927,0.001914,0.001914,0.002054,0.003363,0.003242,0.003053,0.002835,0.002897,0.002676,0.002539,0.001335,0.000999,0.001185,0.001175,0.001325,0.001338,0.001458,0.005186,0.009294,0.008939,0.009242,0.010472,0.009827,0.005381,0.008376,0.009115,0,0.008431,0.005843,0.005677,0.004453,0.001667,0.001986,0.00182,0.002018,0.002744,0.003118,0.004206,0.002018,0.00167,0.001484,0.024717,0,0.094582,0.124244,0.334104,0.102466,0,false
0.021839,0.0264,0.00903,0.004408,0.003291,0.002988,0.002799,0.002484,0.00264,0.002799,0.002926,0.003105,0.003675,0.005277,0.005094,0.007367,0.008411,0.009535,0.010433,0.011689,0.01376,0.014284,0.014193,0.012357,0.01085,0.010065,0.009424,0.011605,0.013587,0.014714,0.010589,0.009505,0.005928,0.005303,0.005104,0.005423,0.005648,0.005475,0.004876,0.00514,0.005133,0.004743,0.004938,0.004427,0.004759,0.004805,0.005208,0.005599,0.00458,0.002201,0.001309,0.000296,0.00028,0.000423,0.000387,0.00069,0.000908,0.001829,0.00097,0.00016,0.000228,0.000273,0.000273,0.000299,0.000804,0.000511,0.000505,0,0.00043,0.000423,0.000407,0.0004,0.000511,0.000589,0.000869,0.001924,0.00181,0.00137,0.001292,0.00277,0.002822,0.003125,0.18861,0.108413,0.641101,0.034615,0.007926,0,0,false
0.25779,0.04486,0.021553,0.020791,0.028919,0.03693,0.043535,0.040241,0.033949,0.023073,0.017533,0.014453,0.012943,0.011351,0.010026,0.00639,0.005732,0.004717,0.004137,0.003197,0.003125,0.00332,0.00359,0.003711,0.004456,0.004287,0.003981,0.003161,0.002464,0.002249,0.001484,0.001393,0.001087,0.000856,0.000768,0.000648,0.000723,0.000625,0.000456,0.000488,0.000426,0.000247,0.000195,0.000231,0.000156,0.00014,0.000143,0.00012,0.000059,0.000055,0.000059,0.000049,0.000098,0.000094,0.000075,0.000049,0.000042,0.000065,0.000068,0.000049,0.000029,0.000026,0.00002,0.000039,0.00002,0.000036,0.00002,0,0.000016,0.000016,0.00001,0.000016,0.000023,0.000098,0.000049,0.000029,0.000052,0.000036,0.000059,0.000153,0.000127,0.000186,0.026481,0.069739,0.159702,0.099569,0,0,0,false
0.034473,0.061299,0.034655,0.028438,0.033239,0.014993,0.01332,0.010146,0.009639,0.010573,0.008522,0.008402,0.008372,0.010228,0.008734,0.007077,0.00762,0.007214,0.007096,0.006497,0.006299,0.006618,0.00707,0.00599,0.006146,0.005469,0.005775,0.005798,0.006361,0.006406,0.006794,0.007754,0.007705,0.008398,0.009391,0.009043,0.009176,0.008932,0.009036,0.009414,0.008551,0.008522,0.008174,0.007347,0.007145,0.006706,0.006341,0.005648,0.004727,0.004046,0.003942,0.003734,0.003281,0.003418,0.003382,0.003337,0.003115,0.003317,0.001514,0.000244,0.000299,0.000273,0.000472,0.000384,0.000632,0.000247,0.000208,0,0.000215,0.000254,0.000205,0.000212,0.000042,0.00001,0.000007,0,0.000003,0.000007,0.000023,0.000007,0.000003,0.000007,0.000973,0,0,0.236581,0.326965,0.061465,0.020144,true
0.000293,0.001367,0.001413,0.002002,0.003802,0.004063,0.004202,0.004378,0.004616,0.005186,0.004486,0.004613,0.004235,0.005811,0.005143,0.004382,0.005443,0.005273,0.00582,0.005215,0.00502,0.005286,0.005703,0.005042,0.006084,0.00557,0.005892,0.005863,0.006276,0.006048,0.005563,0.005811,0.005465,0.005221,0.005436,0.005221,0.004971,0.005316,0.00515,0.004837,0.004661,0.004482,0.004346,0.004157,0.004375,0.004557,0.004606,0.004714,0.004834,0.005257,0.005674,0.00707,0.009046,0.009762,0.009974,0.009382,0.009242,0.009072,0.004762,0.004411,0.005339,0.005505,0.005999,0.005286,0.001855,0.000921,0.000996,0,0.000677,0.000436,0.00043,0.000443,0.000436,0.000215,0.000078,0.000055,0.000039,0.000023,0.000026,0.000036,0.000072,0.000046,0.001644,0,0.032284,0.138868,0.238755,0.04668,0.046381,false
0.787025,0.117432,0.018268,0.007438,0.004919,0.002533,0.002327,0.001878,0.001507,0.001143,0.000938,0.000814,0.000859,0.000745,0.000596,0.000413,0.0004,0.000404,0.000381,0.000345,0.000335,0.000322,0.000322,0.000257,0.000257,0.000273,0.000283,0.000264,0.000251,0.000231,0.000163,0.000257,0.000205,0.000169,0.000212,0.000221,0.000195,0.000192,0.000202,0.000166,0.000195,0.000182,0.000199,0.000153,0.000192,0.000169,0.000163,0.00016,0.00013,0.00015,0.000111,0.000104,0.00012,0.000062,0.000098,0.000124,0.000075,0.000059,0.00012,0.000062,0.000062,0.000062,0.000085,0.000065,0.000039,0.000055,0.000065,0,0.000046,0.000049,0.000042,0.000055,0.000023,0.000055,0.000023,0.000039,0.000046,0.000062,0.000078,0.000114,0.000072,0.000143,0.011449,0,0.283566,0.073342,0.027731,0.021812,0.037492,false
0.080397,0.095169,0.045358,0.034365,0.032943,0.02026,0.019378,0.017324,0.016133,0.0179,0.017048,0.016276,0.016523,0.016491,0.0157,0.014551,0.014434,0.014883,0.014499,0.014193,0.014668,0.013805,0.012731,0.011667,0.010846,0.010039,0.009954,0.010075,0.009404,0.008659,0.005212,0.004134,0.002041,0.001201,0.001074,0.000986,0.000951,0.000785,0.000739,0.000758,0.000824,0.000618,0.00068,0.000417,0.000111,0.000088,0.000124,0.000101,0.000137,0.000117,0.000094,0.000085,0.000039,0.000029,0.000055,0.000023,0.000026,0.000007,0.000016,0.000003,0.00002,0.00002,0.000026,0.000007,0.00001,0,0.000013,0,0.000016,0.00001,0.000003,0.000013,0.000016,0.000055,0.000013,0.000003,0.000059,0.000039,0.000016,0.000098,0.000055,0.000091,0.035553,0,0.69263,0,0,0,0,false
0.00001,0.000189,0.000651,0.000521,0.000296,0.000355,0.000361,0.000374,0.00029,0.000433,0.000622,0.001156,0.001908,0.002516,0,0.001009,0.000918,0.000579,0.000495,0.000413,0.000326,0.000417,0.000407,0.000339,0.000615,0.000706,0.000648,0.000752,0.000729,0.000837,0.000804,0.000905,0.001393,0.00181,0.002051,0.002337,0.002673,0.003158,0.003278,0.004124,0.004964,0.005758,0.00735,0.008698,0.011136,0.010335,0.0104,0.009867,0.009515,0.010007,0.010645,0.013291,0.011182,0.010378,0.010348,0.012171,0.013532,0,0.006478,0.00112,0.000983,0.001146,0.001029,0.001016,0.000788,0.00123,0.001449,0,0.002051,0.004193,0.00472,0.005257,0.000898,0.000309,0.000173,0.000085,0.000127,0.000094,0.000078,0.000052,0.000007,0.000003,0.000003,0.49408,0.35436,0,0,0,0,false
0.00582,0.020531,0.009661,0.007181,0.005583,0.002692,0.002653,0.003337,0.003092,0.00446,0.004632,0.004268,0.004766,0.005544,0.00502,0.003988,0.00432,0.004375,0.003815,0.002223,0.002132,0.002018,0.001911,0.0018,0.00209,0.00236,0.002432,0.002542,0.001921,0.00195,0.001989,0.00234,0.003239,0.003008,0.003154,0.003685,0.004066,0.004245,0.005094,0.005837,0.005758,0.005049,0.005508,0.005524,0.006198,0.006504,0.007347,0.007402,0.008304,0.006615,0.005534,0.004229,0.003519,0.003975,0.003867,0.004814,0.00513,0.003477,0.003506,0.003594,0.003171,0.00321,0.00349,0.003213,0.002972,0.003177,0.003369,0,0.003548,0.004489,0.004642,0.004622,0.004102,0.003245,0.003096,0.003551,0.003473,0.003906,0.004502,0.005635,0.003991,0.003682,0.015742,0,0.583209,0,0.000012,0.018905,0.001667,false
0.000745,0.004613,0.000931,0.000794,0.000648,0.000622,0.001315,0.011475,0.015088,0.013096,0.008656,0.00527,0.004303,0.007731,0.010355,0.030518,0.036914,0.030661,0.017285,0.003753,0.002754,0.00305,0.00293,0.002012,0.00153,0.001527,0.001357,0.001458,0.001491,0.001471,0.00153,0.001722,0.001546,0.001426,0.001195,0.001113,0.001198,0.001188,0.001058,0.001016,0.001074,0.001136,0.001159,0.001432,0.002122,0.002057,0.002259,0.002243,0.004056,0.004674,0.005072,0.004255,0.003952,0.003984,0.004261,0.004473,0.004486,0.004785,0.007874,0.00599,0.005918,0.005127,0.004189,0.003939,0.005352,0.002666,0.002617,0,0.001973,0.001305,0.001211,0.001208,0.000882,0.000511,0.000534,0.000436,0.000306,0.000238,0.000234,0.00016,0.000332,0.000505,0.020918,0.149598,0.576283,0.043851,0.004462,0.15886,0.000228,true
0.04901,0.064753,0,0.036839,0.026943,0.023258,0,0.019108,0.019567,0.020814,0.018587,0.018919,0,0.018551,0,0,0.015479,0.013805,0,0,0.013519,0.012617,0,0.011055,0.010654,0.010355,0.009723,0.009346,0,0.008936,0.008304,0.008512,0.00932,0.009365,0,0.009046,0.008828,0,0.009215,0,0.009365,0.010996,0,0.012324,0,0.011133,0.010758,0,0,0.006406,0.005599,0.004043,0.003398,0.002396,0,0.00195,0.001553,0.001302,0,0.000749,0,0.000693,0.000635,0.000628,0.000579,0.000433,0,0.00041,0.000339,0.000531,0.000534,0.00069,0.000114,0.000029,0.000016,0,0.000003,0.000007,0.00001,0,0,0,0.000003,0.009702,0.483877,0.000616,0,0,0,false
0.000837,0.004398,0.002816,0.002637,0.002148,0.001878,0.002334,0.005602,0.009883,0.007233,0.006637,0.00723,0.00723,0.004255,0.002448,0.001644,0.001563,0.001618,0.001663,0.001943,0.002028,0.002054,0.001973,0.001683,0.001787,0.00195,0.001715,0.001986,0.002012,0.002145,0.002044,0.002051,0.002197,0.002083,0.002018,0.002038,0.00222,0.002191,0.002139,0.001878,0.00196,0.002074,0.001888,0.00167,0.001553,0.001657,0.001686,0.001722,0.001536,0.001611,0.00168,0.002002,0.002435,0.00333,0.003512,0.003291,0.003125,0.002907,0.002835,0.004977,0.00445,0.00431,0.004632,0.005553,0.004814,0.003604,0.003857,0,0.003454,0.003604,0.004027,0.004059,0.005798,0.007035,0.008053,0.008408,0.008607,0.011165,0.013753,0.00543,0.003151,0.002376,0.003994,0.019701,0.092031,0,0,0,0,false
0.000238,0.001729,0.001904,0.002731,0.003083,0.002487,0.002884,0.002721,0.002835,0.002819,0.002533,0.002513,0.002549,0.002565,0.002451,0.002272,0.002057,0.002422,0.002393,0.002451,0.003005,0.003493,0.004443,0.0032,0.007113,0.006602,0.004922,0.006654,0.005544,0.005127,0.004707,0.006016,0.00444,0.004111,0.003581,0.003812,0.004323,0.004137,0.003854,0.004395,0.00443,0.004674,0.004398,0.006172,0.006732,0.005625,0.004759,0.004987,0.005859,0.006911,0.008158,0.030381,0.024323,0.021852,0.021862,0.024375,0.020557,0.014395,0.002513,0.000729,0.000407,0.000277,0.000241,0.000195,0.000055,0.000055,0.000049,0,0.000075,0,0.00001,0.000003,0.000003,0.000007,0.000007,0.00002,0.000023,0.000013,0.000003,0.000016,0.000013,0.00001,0.004382,0.088102,0.491106,0,0,0,0,false
0.001169,0.003659,0.003385,0.003516,0.003656,0.001862,0.001585,0.001484,0.001351,0.001149,0.001364,0.001566,0.001452,0.001693,0.001855,0.00208,0.002142,0.002067,0.002191,0.002233,0.00236,0.00304,0.003011,0.003792,0.004408,0.004411,0.004059,0.003503,0.003535,0.003369,0.003031,0.003382,0.003659,0.004626,0.004847,0.004749,0.004382,0.003877,0.003473,0.003079,0.003018,0.002718,0.002373,0.002119,0.002982,0.003226,0.003477,0.003636,0.004609,0.005521,0.005485,0.006676,0.006458,0.005684,0.00514,0.005049,0.00486,0.004736,0.023561,0.006976,0.005902,0.005335,0.004772,0.004658,0.002139,0.001165,0.000918,0,0.000355,0.000202,0.000176,0.000247,0.00016,0.000143,0.00012,0.000107,0.000169,0.000104,0.000137,0.00016,0.000137,0.000313,0.003942,0.092216,0.332805,0.126876,0.046334,0.109757,0.017304,true
0.000003,0,0.000003,0,0.000003,0.000003,0.000003,0.000007,0,0.000003,0.000003,0.000007,0,0.000007,0,0.000007,0.000013,0.00002,0.000023,0.000016,0.000023,0.000016,0.000039,0,0.000013,0.000026,0.000023,0.000039,0.000049,0.000042,0.000107,0.000143,0.000296,0,0.000439,0.000612,0.000563,0.000765,0.000869,0.001032,0.001068,0.001432,0.001364,0.00139,0.001354,0.001344,0.001227,0,0.00151,0.001631,0.001979,0.003411,0.004004,0.004307,0.00459,0.004814,0.005348,0.006732,0.011556,0.011445,0,0.01154,0.016654,0.020911,0.006781,0.001064,0.00098,0.000439,0,0.000166,0.000133,0.000111,0.000081,0.000104,0.000104,0.000068,0.000049,0.00002,0.000065,0.000007,0.000062,0.000091,0.000107,1,0,0,0,0,0,false
0.000049,0.000059,0.000169,0.000231,0.000199,0.000195,0.000202,0.000322,0.000436,0.001097,0.001315,0.001491,0.001644,0.002926,0.00444,0.009167,0.011185,0.009831,0.008574,0.00693,0.005612,0.005892,0.005433,0.004385,0.004727,0.004111,0.003988,0.005182,0.005703,0.006237,0.00902,0.008346,0.005788,0.007067,0.007682,0.009694,0.011956,0.016149,0.015794,0.018805,0.021195,0.014831,0.016794,0.014499,0.007607,0.008542,0.008382,0.009137,0.008838,0.010205,0.011263,0.010225,0.010791,0.011598,0.012021,0.01279,0.012438,0.013542,0.002399,0.001442,0.001084,0.001061,0.000794,0.000378,0.000143,0.000208,0.000238,0,0.000179,0.000117,0.000104,0.000098,0.000068,0.000062,0.000075,0.000049,0.000049,0.000033,0.000036,0.000055,0.000075,0.000133,0.00279,0,0.247975,0.127275,0.030576,0.01182,0.02182,true
0.000003,0.00001,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0.000007,0,0.00001,0,0.000016,0.000023,0,0.000055,0,0.000124,0.000358,0.001152,0,0.0014,0,0.001488,0.001527,0.001471,0,0.001462,0.001543,0.001618,0.002008,0.001771,0,0.001891,0.001751,0.001963,0.00249,0,0.002917,0,0.003079,0.002956,0.003405,0.004326,0.00459,0.004027,0.004502,0.004443,0.004909,0.007806,0,0.010199,0.011328,0.013148,0,0.016826,0.012503,0.013327,0,0.014046,0.01195,0,0.009521,0.000765,0.000133,0.000072,0,0.00002,0,0.000016,0.000007,0,0.000003,0.000003,0,1,0,0,0,0,false
0.000013,0.000215,0.00029,0.000208,0.000348,0.000866,0.000771,0.000706,0.001182,0.006823,0.005798,0.005758,0.007295,0.013669,0.015309,0.015016,0.016361,0.013971,0.012008,0.005921,0.004167,0.002699,0.001921,0.001273,0.001038,0.001227,0.000944,0.00096,0.000905,0.001012,0.000983,0.001058,0.001025,0.001299,0.001188,0.001263,0.00141,0.001426,0.001331,0.001338,0.001501,0.001644,0.001781,0.001973,0.00193,0.001794,0.001816,0.002067,0.002819,0.00304,0.002985,0.003164,0.00348,0.003701,0.003496,0.003564,0.002845,0.002568,0.004316,0.004248,0.005697,0.005225,0.00527,0.004704,0.004362,0.00403,0.003652,0,0.002965,0.003421,0.003343,0.003558,0.003115,0.003457,0.003799,0.004154,0.004609,0.00486,0.005755,0.006312,0.006611,0.007435,0.051045,0.167035,0.340996,0.200126,0,0,0,false
0.000013,0.000026,0.000085,0.000107,0.000111,0.000179,0.000251,0.000482,0.000459,0.000505,0.00057,0.000651,0.000967,0.001491,0.002035,0.002354,0.002673,0.00279,0.002484,0.002715,0.002757,0.002354,0.002145,0.002484,0.001758,0.001536,0.001406,0.001432,0.001563,0.002041,0.002542,0.00277,0.002432,0.003024,0.00346,0.003981,0.004173,0.004603,0.004906,0.005326,0.005286,0.005622,0.005518,0.005352,0.006165,0.006318,0.006702,0.006312,0.006042,0.006038,0.005426,0.004486,0.006377,0.009072,0.009893,0.010889,0.010879,0.013268,0.012861,0.00248,0.001937,0.001764,0.001462,0.001292,0.000924,0.000889,0.000954,0,0.000739,0.000589,0.000573,0.00055,0.00041,0.000407,0.000319,0.000286,0.000228,0.000251,0.000296,0.000254,0.000029,0.000042,0.000303,0,0.242986,0.117207,0.094909,0.033354,0.025356,false
0.593867,0.179925,0.089333,0.04998,0.026839,0.00279,0.001973,0.001338,0.000931,0.000798,0.000667,0.000602,0.000472,0.000511,0.000417,0.000316,0.000247,0.000329,0.000264,0.000313,0.000277,0.000234,0.000273,0.000228,0.000244,0.000225,0.000221,0.000225,0.000179,0.00016,0.000169,0.00016,0.00014,0.000163,0.000127,0.000143,0.000166,0.000133,0.000146,0.000098,0.000091,0.000101,0.000117,0.000124,0.000094,0.000088,0.000111,0.000133,0.000094,0.000068,0.000104,0.000101,0.000055,0.000078,0.000055,0.000068,0.000068,0.000065,0.000042,0.000036,0.000029,0.000036,0.000052,0.000042,0.000052,0.000026,0.000029,0,0.000036,0.000023,0.00002,0.000013,0.000026,0.00013,0.000055,0.000016,0.000029,0.000049,0.000026,0.000075,0.000133,0.000111,0.009437,0.111253,0.318238,0.07775,0.101038,0.033228,0.025614,false
0.000026,0.00001,0.000023,0.000023,0.00001,0.000075,0.000153,0.000238,0.000352,0.000208,0.000127,0.000153,0.000133,0.00012,0,0.000143,0.000156,0.000173,0.000208,0.000218,0.000205,0.000228,0.000283,0.00026,0.000326,0.000335,0.000329,0.000241,0.000332,0.000322,0.000329,0.000329,0.000283,0.000407,0.000417,0.000472,0.000518,0.000482,0.000563,0.000635,0.0007,0.000798,0.000993,0.001191,0.003962,0.00528,0.006318,0.006071,0.005251,0.004082,0.003675,0.003249,0.00248,0.001989,0.002021,0.002126,0.002074,0,0.00234,0.007663,0.007487,0.007995,0.005648,0.002581,0.001611,0.005101,0.00599,0,0.011686,0.010687,0.010625,0.011436,0.013766,0.013493,0.01279,0.011748,0.008226,0.007074,0.006748,0.002738,0.000202,0.00014,0.000003,0.625838,0.374162,0,0,0,0,false
0.006647,0,0.034925,0.021836,0,0,0.035931,0.028678,0,0,0.019219,0,0.016859,0,0.014163,0.013711,0,0.012946,0.011188,0.012139,0,0.012054,0,0.011816,0.010345,0,0,0,0,0.010934,0.010326,0.012269,0,0.008916,0.008499,0,0.007985,0,0.007259,0,0.006354,0,0.006191,0.005778,0,0.006706,0.007425,0,0,0,0.007718,0,0.005511,0.004674,0,0,0.004834,0.005078,0,0.00363,0.003691,0.003464,0.003509,0.003301,0.003525,0,0.001546,0.001185,0.000651,0,0.00043,0.000426,0,0,0.000658,0.00054,0.000306,0.00012,0,0.000026,0.000003,0,0.000003,1,0,0,0,0,0,false
0.085283,0.040996,0.028743,0.026081,0.031318,0.016045,0.012884,0.009115,0.006126,0.005091,0.004954,0.005101,0.005518,0.006465,0.006979,0.008447,0.00943,0.011022,0.011891,0.015449,0.017783,0.018721,0.019245,0.02055,0.021787,0.019645,0.016442,0.016634,0.013867,0.011797,0.007666,0.00666,0.005472,0.00376,0.003538,0.00359,0.003825,0.003724,0.003555,0.003844,0.003799,0.003154,0.003118,0.002474,0.002607,0.002126,0.001885,0.001237,0.000915,0.000736,0.000814,0.000697,0.000628,0.000459,0.000433,0.000348,0.000345,0.000296,0.000352,0.000283,0.000286,0.000293,0.000264,0.000335,0.000531,0.000345,0.000254,0,0.000267,0.000234,0.000218,0.000241,0.00028,0.000368,0.000313,0.000339,0.000371,0.000371,0.000436,0.000716,0.001019,0.001299,0.020251,0.019511,0.173689,0.093494,0,0,0,false
0.004307,0.012188,0.009098,0.008249,0.008187,0.005371,0.005238,0.006351,0.006185,0.006536,0.006507,0.006286,0.006436,0.007868,0.007721,0.009717,0.01207,0.012604,0.016859,0.017116,0.015251,0.014788,0.015911,0.012594,0.012874,0.011615,0.010993,0.010329,0.010492,0.010163,0.008789,0.009362,0.008496,0.008385,0.009401,0.009469,0.009027,0.009779,0.00945,0.01028,0.009821,0.009818,0.009756,0.009007,0.010065,0.009365,0.009564,0.009316,0.008542,0.007897,0.007855,0.006947,0.005905,0.00556,0.005348,0.00502,0.004717,0.004173,0.000505,0.000176,0.00013,0.000124,0.000091,0.000111,0.000055,0.000078,0.000094,0,0.000088,0.000039,0.000023,0.000029,0.000036,0.000013,0.00001,0.00001,0.000013,0.000026,0.00001,0.000023,0.000029,0.000033,0.00126,0,0.336704,0.061992,0,0,0,false
0.000127,0.00054,0.000465,0.000329,0.000264,0.000241,0.000189,0.000111,0.000137,0.00014,0.000173,0.000104,0.000169,0.000199,0.000169,0.00028,0.000221,0.000306,0.000365,0.000485,0.000508,0,0.000456,0.000618,0.0007,0.000739,0,0.00069,0.000693,0.000628,0,0.000693,0.000964,0.001602,0,0.001715,0.001618,0.001738,0.001572,0.001722,0.001637,0,0.001719,0.001855,0.002409,0.00223,0.002275,0.002393,0.002461,0.002354,0,0.002699,0,0.003333,0.003109,0.003369,0.003441,0.003968,0.004727,0.006497,0.007057,0.007839,0.009193,0.011667,0.01167,0.013024,0.014092,0.014639,0.013753,0.012174,0.011966,0,0,0.000218,0,0.000036,0.00001,0.00001,0.000007,0.000007,0.000003,0.000003,0.000003,0.658776,0.215923,0.09353,0,0,0,false
